--- Running JMH ---
ArraysSort: PARALLELISM = 3

...

# Run complete. Total time: 03:15:17

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

NOTE: Current JVM experimentally supports Compiler Blackholes, and they are in use. Please exercise
extra caution when trusting the results, look into the generated code to check the benchmark still
works, and factor in a small probability of new VM bugs. Additionally, while comparisons between
different JVMs are already problematic, the performance difference caused by different Blackhole
modes can be very significant. Please make sure you use the consistent Blackhole mode for comparisons.

Benchmark                            (size)    (type)  Mode  Cnt    Score    Error  Units
Main.Int.newParallelSort             100000  REPEATED  avgt    4    0,422 ±  0,058  ms/op
Main.Int.newParallelSort             100000   STAGGER  avgt    4    0,357 ±  0,013  ms/op
Main.Int.newParallelSort             100000   SHUFFLE  avgt    4    0,654 ±  0,047  ms/op
Main.Int.newParallelSort            1000000    RANDOM  avgt    4   13,953 ±  1,040  ms/op
Main.Int.newParallelSort            1000000  REPEATED  avgt    4    2,301 ±  0,111  ms/op
Main.Int.newParallelSort            1000000   STAGGER  avgt    4    2,410 ±  0,061  ms/op
Main.Int.newParallelSort            1000000   SHUFFLE  avgt    4    6,781 ±  0,104  ms/op

Main.Int.testParallelSort              1000    RANDOM  avgt    4    0,060 ±  0,001  ms/op
Main.Int.testParallelSort              1000  REPEATED  avgt    4    0,006 ±  0,001  ms/op
Main.Int.testParallelSort              1000   STAGGER  avgt    4    0,005 ±  0,001  ms/op
Main.Int.testParallelSort              1000   SHUFFLE  avgt    4    0,030 ±  0,001  ms/op
Main.Int.testParallelSort             10000    RANDOM  avgt    4    0,528 ±  0,011  ms/op
Main.Int.testParallelSort             10000  REPEATED  avgt    4    0,071 ±  0,001  ms/op
Main.Int.testParallelSort             10000   STAGGER  avgt    4    0,073 ±  0,004  ms/op
Main.Int.testParallelSort             10000   SHUFFLE  avgt    4    0,286 ±  0,008  ms/op
Main.Int.testParallelSort            100000    RANDOM  avgt    4    3,487 ±  0,064  ms/op
Main.Int.testParallelSort            100000  REPEATED  avgt    4    0,561 ±  0,002  ms/op
Main.Int.testParallelSort            100000   STAGGER  avgt    4    0,489 ±  0,030  ms/op
Main.Int.testParallelSort            100000   SHUFFLE  avgt    4    1,726 ±  0,041  ms/op
Main.Int.testParallelSort           1000000    RANDOM  avgt    4   37,791 ±  1,665  ms/op
Main.Int.testParallelSort           1000000  REPEATED  avgt    4    3,803 ±  0,075  ms/op
Main.Int.testParallelSort           1000000   STAGGER  avgt    4    4,436 ±  0,043  ms/op
Main.Int.testParallelSort           1000000   SHUFFLE  avgt    4   15,101 ±  0,131  ms/op

Main.Int.newSort                       1000    RANDOM  avgt    4    0,014 ±  0,001  ms/op
Main.Int.newSort                       1000  REPEATED  avgt    4    0,009 ±  0,001  ms/op
Main.Int.newSort                       1000   STAGGER  avgt    4    0,006 ±  0,001  ms/op
Main.Int.newSort                       1000   SHUFFLE  avgt    4    0,022 ±  0,001  ms/op
Main.Int.newSort                      10000    RANDOM  avgt    4    0,177 ±  0,004  ms/op
Main.Int.newSort                      10000  REPEATED  avgt    4    0,057 ±  0,001  ms/op
Main.Int.newSort                      10000   STAGGER  avgt    4    0,060 ±  0,001  ms/op
Main.Int.newSort                      10000   SHUFFLE  avgt    4    0,122 ±  0,003  ms/op
Main.Int.newSort                     100000    RANDOM  avgt    4    2,948 ±  0,035  ms/op
Main.Int.newSort                     100000  REPEATED  avgt    4    0,457 ±  0,013  ms/op
Main.Int.newSort                     100000   STAGGER  avgt    4    0,602 ±  0,007  ms/op
Main.Int.newSort                     100000   SHUFFLE  avgt    4    2,228 ±  0,053  ms/op
Main.Int.newSort                    1000000    RANDOM  avgt    4   29,814 ±  0,161  ms/op
Main.Int.newSort                    1000000  REPEATED  avgt    4    4,243 ±  0,083  ms/op
Main.Int.newSort                    1000000   STAGGER  avgt    4    5,562 ±  0,351  ms/op
Main.Int.newSort                    1000000   SHUFFLE  avgt    4   29,370 ±  1,335  ms/op

Main.Int.testSort                      1000    RANDOM  avgt    4    0,060 ±  0,001  ms/op
Main.Int.testSort                      1000  REPEATED  avgt    4    0,007 ±  0,001  ms/op
Main.Int.testSort                      1000   STAGGER  avgt    4    0,006 ±  0,001  ms/op
Main.Int.testSort                      1000   SHUFFLE  avgt    4    0,030 ±  0,001  ms/op
Main.Int.testSort                     10000    RANDOM  avgt    4    0,807 ±  0,011  ms/op
Main.Int.testSort                     10000  REPEATED  avgt    4    0,065 ±  0,001  ms/op
Main.Int.testSort                     10000   STAGGER  avgt    4    0,057 ±  0,002  ms/op
Main.Int.testSort                     10000   SHUFFLE  avgt    4    0,373 ±  0,005  ms/op
Main.Int.testSort                    100000    RANDOM  avgt    4   10,307 ±  0,140  ms/op
Main.Int.testSort                    100000  REPEATED  avgt    4    0,646 ±  0,002  ms/op
Main.Int.testSort                    100000   STAGGER  avgt    4    0,555 ±  0,014  ms/op
Main.Int.testSort                    100000   SHUFFLE  avgt    4    3,745 ±  0,039  ms/op
Main.Int.testSort                   1000000    RANDOM  avgt    4  113,730 ±  1,201  ms/op
Main.Int.testSort                   1000000  REPEATED  avgt    4    4,407 ±  0,066  ms/op
Main.Int.testSort                   1000000   STAGGER  avgt    4    5,631 ±  0,491  ms/op
Main.Int.testSort                   1000000   SHUFFLE  avgt    4   39,915 ±  0,412  ms/op


Main.Long.newParallelSort              1000    RANDOM  avgt    4    0,032 ±  0,001  ms/op
Main.Long.newParallelSort              1000  REPEATED  avgt    4    0,014 ±  0,001  ms/op
Main.Long.newParallelSort              1000   STAGGER  avgt    4    0,006 ±  0,001  ms/op
Main.Long.newParallelSort              1000   SHUFFLE  avgt    4    0,024 ±  0,001  ms/op
Main.Long.newParallelSort             10000    RANDOM  avgt    4    0,295 ±  0,014  ms/op
Main.Long.newParallelSort             10000  REPEATED  avgt    4    0,073 ±  0,001  ms/op
Main.Long.newParallelSort             10000   STAGGER  avgt    4    0,073 ±  0,004  ms/op
Main.Long.newParallelSort             10000   SHUFFLE  avgt    4    0,128 ±  0,006  ms/op
Main.Long.newParallelSort            100000    RANDOM  avgt    4    2,288 ±  0,075  ms/op
Main.Long.newParallelSort            100000  REPEATED  avgt    4    0,546 ±  0,028  ms/op
Main.Long.newParallelSort            100000   STAGGER  avgt    4    0,415 ±  0,044  ms/op
Main.Long.newParallelSort            100000   SHUFFLE  avgt    4    0,900 ±  0,031  ms/op
Main.Long.newParallelSort           1000000    RANDOM  avgt    4   25,270 ±  2,368  ms/op
Main.Long.newParallelSort           1000000  REPEATED  avgt    4    3,281 ±  0,116  ms/op
Main.Long.newParallelSort           1000000   STAGGER  avgt    4    4,019 ±  0,121  ms/op
Main.Long.newParallelSort           1000000   SHUFFLE  avgt    4    9,356 ±  0,427  ms/op

Main.Long.testParallelSort             1000    RANDOM  avgt    4    0,059 ±  0,001  ms/op
Main.Long.testParallelSort             1000  REPEATED  avgt    4    0,007 ±  0,001  ms/op
Main.Long.testParallelSort             1000   STAGGER  avgt    4    0,013 ±  0,001  ms/op
Main.Long.testParallelSort             1000   SHUFFLE  avgt    4    0,030 ±  0,001  ms/op
Main.Long.testParallelSort            10000    RANDOM  avgt    4    0,527 ±  0,007  ms/op
Main.Long.testParallelSort            10000  REPEATED  avgt    4    0,075 ±  0,001  ms/op
Main.Long.testParallelSort            10000   STAGGER  avgt    4    0,073 ±  0,002  ms/op
Main.Long.testParallelSort            10000   SHUFFLE  avgt    4    0,290 ±  0,004  ms/op
Main.Long.testParallelSort           100000    RANDOM  avgt    4    3,923 ±  0,054  ms/op
Main.Long.testParallelSort           100000  REPEATED  avgt    4    0,570 ±  0,006  ms/op
Main.Long.testParallelSort           100000   STAGGER  avgt    4    0,576 ±  0,040  ms/op
Main.Long.testParallelSort           100000   SHUFFLE  avgt    4    1,751 ±  0,038  ms/op
Main.Long.testParallelSort          1000000    RANDOM  avgt    4   42,511 ±  1,937  ms/op
Main.Long.testParallelSort          1000000  REPEATED  avgt    4    3,948 ±  0,023  ms/op
Main.Long.testParallelSort          1000000   STAGGER  avgt    4    4,771 ±  0,133  ms/op
Main.Long.testParallelSort          1000000   SHUFFLE  avgt    4   16,069 ±  0,760  ms/op

Main.Long.newSort                      1000    RANDOM  avgt    4    0,032 ±  0,001  ms/op
Main.Long.newSort                      1000  REPEATED  avgt    4    0,014 ±  0,001  ms/op
Main.Long.newSort                      1000   STAGGER  avgt    4    0,006 ±  0,001  ms/op
Main.Long.newSort                      1000   SHUFFLE  avgt    4    0,024 ±  0,001  ms/op
Main.Long.newSort                     10000    RANDOM  avgt    4    0,506 ±  0,004  ms/op
Main.Long.newSort                     10000  REPEATED  avgt    4    0,100 ±  0,001  ms/op
Main.Long.newSort                     10000   STAGGER  avgt    4    0,065 ±  0,002  ms/op
Main.Long.newSort                     10000   SHUFFLE  avgt    4    0,226 ±  0,002  ms/op
Main.Long.newSort                    100000    RANDOM  avgt    4    6,774 ±  0,151  ms/op
Main.Long.newSort                    100000  REPEATED  avgt    4    0,481 ±  0,004  ms/op
Main.Long.newSort                    100000   STAGGER  avgt    4    0,617 ±  0,033  ms/op
Main.Long.newSort                    100000   SHUFFLE  avgt    4    3,251 ±  0,090  ms/op
Main.Long.newSort                   1000000    RANDOM  avgt    4   70,309 ±  2,943  ms/op
Main.Long.newSort                   1000000  REPEATED  avgt    4    4,566 ±  0,013  ms/op
Main.Long.newSort                   1000000   STAGGER  avgt    4    7,342 ±  0,680  ms/op
Main.Long.newSort                   1000000   SHUFFLE  avgt    4   34,930 ±  2,091  ms/op

Main.Long.testSort                     1000    RANDOM  avgt    4    0,059 ±  0,001  ms/op
Main.Long.testSort                     1000  REPEATED  avgt    4    0,007 ±  0,001  ms/op
Main.Long.testSort                     1000   STAGGER  avgt    4    0,006 ±  0,001  ms/op
Main.Long.testSort                     1000   SHUFFLE  avgt    4    0,030 ±  0,001  ms/op
Main.Long.testSort                    10000    RANDOM  avgt    4    0,817 ±  0,011  ms/op
Main.Long.testSort                    10000  REPEATED  avgt    4    0,070 ±  0,001  ms/op
Main.Long.testSort                    10000   STAGGER  avgt    4    0,059 ±  0,002  ms/op
Main.Long.testSort                    10000   SHUFFLE  avgt    4    0,377 ±  0,002  ms/op
Main.Long.testSort                   100000    RANDOM  avgt    4   10,297 ±  0,010  ms/op
Main.Long.testSort                   100000  REPEATED  avgt    4    0,676 ±  0,007  ms/op
Main.Long.testSort                   100000   STAGGER  avgt    4    0,597 ±  0,020  ms/op
Main.Long.testSort                   100000   SHUFFLE  avgt    4    3,970 ±  0,024  ms/op
Main.Long.testSort                  1000000    RANDOM  avgt    4  125,893 ±  0,844  ms/op
Main.Long.testSort                  1000000  REPEATED  avgt    4    5,016 ±  0,058  ms/op
Main.Long.testSort                  1000000   STAGGER  avgt    4    7,115 ±  0,958  ms/op
Main.Long.testSort                  1000000   SHUFFLE  avgt    4   42,079 ±  0,309  ms/op


Main.Short.newParallelSort             1000    RANDOM  avgt    4    0,058 ±  0,001  ms/op
Main.Short.newParallelSort             1000  REPEATED  avgt    4    0,006 ±  0,001  ms/op
Main.Short.newParallelSort             1000   STAGGER  avgt    4    0,027 ±  0,001  ms/op
Main.Short.newParallelSort             1000   SHUFFLE  avgt    4    0,032 ±  0,001  ms/op
Main.Short.newParallelSort            10000    RANDOM  avgt    4    0,237 ±  0,001  ms/op
Main.Short.newParallelSort            10000  REPEATED  avgt    4    0,065 ±  0,010  ms/op
Main.Short.newParallelSort            10000   STAGGER  avgt    4    0,077 ±  0,035  ms/op
Main.Short.newParallelSort            10000   SHUFFLE  avgt    4    0,067 ±  0,002  ms/op
Main.Short.newParallelSort           100000    RANDOM  avgt    4    1,061 ±  0,115  ms/op
Main.Short.newParallelSort           100000  REPEATED  avgt    4    0,231 ±  0,002  ms/op
Main.Short.newParallelSort           100000   STAGGER  avgt    4    0,278 ±  0,004  ms/op
Main.Short.newParallelSort           100000   SHUFFLE  avgt    4    0,247 ±  0,037  ms/op
Main.Short.newParallelSort          1000000    RANDOM  avgt    4    3,080 ±  0,044  ms/op
Main.Short.newParallelSort          1000000  REPEATED  avgt    4    1,067 ±  0,025  ms/op
Main.Short.newParallelSort          1000000   STAGGER  avgt    4    1,510 ±  0,047  ms/op
Main.Short.newParallelSort          1000000   SHUFFLE  avgt    4    1,398 ±  0,032  ms/op

Main.Short.testParallelSort            1000    RANDOM  avgt    4    0,055 ±  0,001  ms/op
Main.Short.testParallelSort            1000  REPEATED  avgt    4    0,006 ±  0,001  ms/op
Main.Short.testParallelSort            1000   STAGGER  avgt    4    0,022 ±  0,001  ms/op
Main.Short.testParallelSort            1000   SHUFFLE  avgt    4    0,030 ±  0,001  ms/op
Main.Short.testParallelSort           10000    RANDOM  avgt    4    0,237 ±  0,001  ms/op
Main.Short.testParallelSort           10000  REPEATED  avgt    4    0,065 ±  0,011  ms/op
Main.Short.testParallelSort           10000   STAGGER  avgt    4    0,077 ±  0,036  ms/op
Main.Short.testParallelSort           10000   SHUFFLE  avgt    4    0,065 ±  0,006  ms/op
Main.Short.testParallelSort          100000    RANDOM  avgt    4    1,061 ±  0,114  ms/op
Main.Short.testParallelSort          100000  REPEATED  avgt    4    0,233 ±  0,009  ms/op
Main.Short.testParallelSort          100000   STAGGER  avgt    4    0,279 ±  0,006  ms/op
Main.Short.testParallelSort          100000   SHUFFLE  avgt    4    0,248 ±  0,025  ms/op
Main.Short.testParallelSort         1000000    RANDOM  avgt    4    3,104 ±  0,045  ms/op
Main.Short.testParallelSort         1000000  REPEATED  avgt    4    1,071 ±  0,018  ms/op
Main.Short.testParallelSort         1000000   STAGGER  avgt    4    1,508 ±  0,025  ms/op
Main.Short.testParallelSort         1000000   SHUFFLE  avgt    4    1,398 ±  0,032  ms/op

Main.Short.newSort                     1000    RANDOM  avgt    4    0,058 ±  0,001  ms/op
Main.Short.newSort                     1000  REPEATED  avgt    4    0,006 ±  0,001  ms/op
Main.Short.newSort                     1000   STAGGER  avgt    4    0,027 ±  0,001  ms/op
Main.Short.newSort                     1000   SHUFFLE  avgt    4    0,032 ±  0,001  ms/op
Main.Short.newSort                    10000    RANDOM  avgt    4    0,237 ±  0,002  ms/op
Main.Short.newSort                    10000  REPEATED  avgt    4    0,065 ±  0,010  ms/op
Main.Short.newSort                    10000   STAGGER  avgt    4    0,077 ±  0,018  ms/op
Main.Short.newSort                    10000   SHUFFLE  avgt    4    0,064 ±  0,002  ms/op
Main.Short.newSort                   100000    RANDOM  avgt    4    1,064 ±  0,103  ms/op
Main.Short.newSort                   100000  REPEATED  avgt    4    0,231 ±  0,001  ms/op
Main.Short.newSort                   100000   STAGGER  avgt    4    0,278 ±  0,007  ms/op
Main.Short.newSort                   100000   SHUFFLE  avgt    4    0,247 ±  0,033  ms/op
Main.Short.newSort                  1000000    RANDOM  avgt    4    3,076 ±  0,002  ms/op
Main.Short.newSort                  1000000  REPEATED  avgt    4    1,073 ±  0,013  ms/op
Main.Short.newSort                  1000000   STAGGER  avgt    4    1,521 ±  0,034  ms/op
Main.Short.newSort                  1000000   SHUFFLE  avgt    4    1,404 ±  0,057  ms/op

Main.Short.testSort                    1000    RANDOM  avgt    4    0,055 ±  0,001  ms/op
Main.Short.testSort                    1000  REPEATED  avgt    4    0,006 ±  0,001  ms/op
Main.Short.testSort                    1000   STAGGER  avgt    4    0,022 ±  0,001  ms/op
Main.Short.testSort                    1000   SHUFFLE  avgt    4    0,031 ±  0,001  ms/op
Main.Short.testSort                   10000    RANDOM  avgt    4    0,237 ±  0,001  ms/op
Main.Short.testSort                   10000  REPEATED  avgt    4    0,065 ±  0,009  ms/op
Main.Short.testSort                   10000   STAGGER  avgt    4    0,077 ±  0,036  ms/op
Main.Short.testSort                   10000   SHUFFLE  avgt    4    0,067 ±  0,002  ms/op
Main.Short.testSort                  100000    RANDOM  avgt    4    1,063 ±  0,056  ms/op
Main.Short.testSort                  100000  REPEATED  avgt    4    0,231 ±  0,003  ms/op
Main.Short.testSort                  100000   STAGGER  avgt    4    0,278 ±  0,010  ms/op
Main.Short.testSort                  100000   SHUFFLE  avgt    4    0,247 ±  0,017  ms/op
Main.Short.testSort                 1000000    RANDOM  avgt    4    3,081 ±  0,045  ms/op
Main.Short.testSort                 1000000  REPEATED  avgt    4    1,076 ±  0,014  ms/op
Main.Short.testSort                 1000000   STAGGER  avgt    4    1,509 ±  0,040  ms/op
Main.Short.testSort                 1000000   SHUFFLE  avgt    4    1,397 ±  0,027  ms/op

--- That's All, folks! ---

